PDL;Energie;Fournisseur;N° de facture;Date de facture;Date de début;Date de fin;Etat de la facture;Total consommation;Total énergie facturée €;Total TURPE €;Total Taxes €;Total HTVA €;TVA - Taux réduit €;TVA - Taux normal €;TVA €;Total TTC €;Prix moyen kWh c€/kWh;CSPE €;Taux CSPE c€/kWh;CTA €;TCCFE €;Taux TCCFE c€/kWh;TDCFE €;Taux TDCFE c€/kWh;Consommation Base;Consommation HP;Consommation HC;Consommation HPB;Consommation HCB;Consommation HPH;Consommation HCH;Consommation Pointe;Energie facturée Base;Taux kWh Base c€/kWh;Energie facturée HP;Taux kWh HP c€/kWh;Energie facturée HC;Taux kWh HC c€/kWh;Energie facturée HPB;Taux kWh HPB c€/kWh;Energie facturée HCB;Taux kWh HCB c€/kWh;Energie facturée HPH;Taux kWh HPH c€/kWh;Energie facturée HCH;Taux kWh HCH c€/kWh;Energie facturée Pointe;Taux kWh Pointe c€/kWh;ENEDIS - Total TURPE €;ENEDIS - Total TURPE €CTA €;ENEDIS - Total TURPE €Total HTVA €;ENEDIS - Total TURPE €TVA €;ENEDIS - Total TURPE €Total TTC €
22203039005558;Electricité;EDF;10169767279;28/03/2023;01/02/2023;28/02/2023;Annulée;1975;910,59;98,99;6,62;377,97;1,64;69,61;71,25;449,22;18,8;1,98;;4,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22203039005558;Electricité;EDF;10184817411;25/10/2023;01/09/2023;30/09/2023;Validée;826;380,84;59,35;5,93;340,56;1,78;61,63;63,41;403,97;40,51;0,83;;5,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22203039005558;Electricité;EDF;10173980382;28/05/2023;01/04/2023;30/04/2023;Annulée;1823;840,51;93;6,46;702,04;1,64;134,43;136,07;838,11;38,16;1,82;;4,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10216593672;27/12/2024;01/01/2024;01/12/2024;Validée;4632;678,85;385,11;137,66;1296,94;18,03;193,8;211,83;1508,77;25,03;87,81;;49,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10197763842;17/04/2024;17/04/2024;;Validée;;;22;;-6,49;;-1,3;-1,3;-7,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10213353108;14/11/2024;14/11/2024;;Validée;;;;;-6,51;;-1,3;-1,3;-7,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10218892990;27/01/2025;02/12/2024;31/12/2024;Validée;562;105,36;31,48;11,66;158,3;-0,04;31,79;31,75;190,05;26,09;11,8;;-0,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10189371735;25/12/2023;02/11/2023;01/12/2023;Validée;463;265,59;45,35;4,65;251,24;1,5;44,77;46,27;297,51;53,26;0,46;;4,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10187087383;25/11/2023;02/10/2023;01/11/2023;Validée;238;73,05;21,8;4,29;80,79;1,46;10,83;12,29;93,08;32,14;0,24;;4,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10191944797;29/01/2024;02/12/2023;31/12/2023;Validée;408;226,49;;0,41;168,42;;33,68;33,68;202,1;41,18;0,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10124940256;23/02/2021;02/12/2020;31/12/2020;Validée;553;64,54;;17,74;100,83;1,01;16,48;17,49;118,32;15,03;12,44;;-0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10175860702;24/06/2023;02/05/2023;01/06/2023;Annulée;422;126,86;22,44;4,25;118,32;1,39;18,58;19,97;138,29;27,03;0,42;;3,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10184817302;25/10/2023;02/09/2023;01/10/2023;Validée;323;96,62;23,06;4,51;98,31;1,5;14,18;15,68;113,99;29,04;0,32;;4,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10173645058;24/05/2023;02/04/2023;01/05/2023;Annulée;612;184,77;25,31;4,57;161,53;1,43;27,08;28,51;190,04;25,65;0,61;;3,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10120832035;06/12/2020;02/10/2020;01/12/2020;Validée;1024;97,63;;40,79;175,52;2,47;26,15;28,62;204,14;13,16;23,04;;7,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10166107175;01/02/2023;01/02/2023;;Validée;;;;;4,09;0,22;;0,22;4,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10167349669;24/02/2023;02/01/2023;01/02/2023;Validée;502;277,69;42,55;7,3;344,21;1,1;64,87;65,97;410,18;67,11;3,73;;3,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10176700353;06/07/2023;02/04/2023;01/05/2023;Validée;-612;-184,77;-25,31;-4,57;-161,53;-1,43;-27,08;-28,51;-190,04;25,65;-0,61;;-3,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10176698116;06/07/2023;02/05/2023;01/06/2023;Validée;-422;-126,86;-22,44;-4,25;-118,32;-1,39;-18,58;-19,97;-138,29;27,03;-0,42;;-3,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10176750639;07/07/2023;02/03/2023;01/04/2023;Validée;-582;-322,39;-47,17;-4,41;-294,52;-1,39;-53,83;-55,22;-349,74;49,85;-0,58;;-3,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10177736100;19/07/2023;02/03/2023;01/07/2023;Validée;2040;761,25;117,93;17,619999;693,62;5,66;118,12;123,78;817,4;33,14;2,04;;15,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10169437806;24/03/2023;02/02/2023;01/03/2023;Validée;429;237,08;40,4;4,39;133,95;1,43;21,57;23;156,95;30,2;0,43;;3,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10180360242;25/08/2023;02/07/2023;01/08/2023;Validée;360;107,53;23,14;4,56;105,95;1,5;15,7;17,2;123,15;28,16;0,36;;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10171501689;24/04/2023;02/03/2023;01/04/2023;Annulée;582;322,39;47,17;4,41;294,52;1,39;53,83;55,22;349,74;49,85;0,58;;3,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10165066691;16/01/2023;01/01/2023;01/01/2023;Validée;14;7,59;19,41;4,2000003;35,74;1,46;1,79;3,25;38,99;225,29;0,11;;4,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22213748161778;Electricité;EDF;10182601331;25/09/2023;02/08/2023;01/09/2023;Validée;352;104,9;22,76;4,4;103,58;1,46;15,4;16,86;120,44;28,18;0,35;;4,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22288133111064;Electricité;EDF;10216593672;27/12/2024;01/01/2024;30/11/2024;Validée;20401;3195,93;946,84;359,34;4746,14;13,4;900,55;913,95;5660,09;21,5;324,68;;34,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22288133111064;Electricité;EDF;10164276297;05/01/2023;05/01/2023;;Validée;;;;;4,09;0,22;;0,22;4,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22288133111064;Electricité;EDF;10213437150;14/11/2024;14/11/2024;;Validée;;;;;-32,54;;-6,51;-6,51;-39,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22288133111064;Electricité;EDF;10189917838;03/01/2024;01/12/2023;31/12/2023;Validée;4684;2065,5;;4,68;1466,77;;293,36;293,36;1760,13;31,22;4,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22288133111064;Electricité;EDF;10218892990;27/01/2025;01/12/2024;31/12/2024;Validée;3789;592,68;220,83;79,57;929,04;0,01;185,78;185,79;1114,83;22,42;79,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22288133111064;Electricité;EDF;10197810013;17/04/2024;17/04/2024;;Validée;;;205,54;3,39;66,63;1,04;9,56;10,6;77,23;;;;3,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22288133111064;Electricité;EDF;10187084254;25/11/2023;01/10/2023;31/10/2023;Validée;1341;611;70,53;4,62;512,19;1,22;97,98;99,2;611,39;37,85;1,34;;3,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22288133111064;Electricité;EDF;10189368530;25/12/2023;01/11/2023;30/11/2023;Validée;2781;1242,86;129,32;6,17;1019,73;1,26;199,37;200,63;1220,36;36,45;2,78;;3,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22288133111064;Electricité;EDF;10180357249;25/08/2023;01/07/2023;31/07/2023;Validée;549;249,65;35,85;3,94;220,77;1,26;39,57;40,83;261,6;39,49;0,55;;3,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22288133111064;Electricité;EDF;10120832035;06/12/2020;01/10/2020;30/11/2020;Validée;4303;449,4;;145,22;625,24;2,02;117,69;119,71;744,95;11,16;96,82;;6,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22288133111064;Electricité;EDF;10182598007;25/09/2023;01/08/2023;31/08/2023;Validée;445;199,2;33,22;3,73;182,11;1,22;31,96;33,18;215,29;40,09;0,45;;3,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22288133111064;Electricité;EDF;10175940853;25/06/2023;01/05/2023;31/05/2023;Validée;797;366,21;43,56;3,79;311,01;1,13;58,06;59,19;370,2;38,55;0,8;;2,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22288133111064;Electricité;EDF;10184813641;25/10/2023;01/09/2023;30/09/2023;Validée;531;244,96;37,69;3,92;219,35;1,26;39,29;40,55;259,9;40,57;0,53;;3,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22288133111064;Electricité;EDF;10166103476;01/02/2023;01/02/2023;;Validée;;;;;4,09;0,22;;0,22;4,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22288133111064;Electricité;EDF;10169573552;25/03/2023;01/01/2023;28/02/2023;Validée;8507;3823,42;355,27;47,79;3115,24;2,95;612,26;615,21;3730,45;36,06;38,82;;8,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22288133111064;Electricité;EDF;10171576422;25/04/2023;01/03/2023;31/03/2023;Validée;3234;1454,36;133,17;6,2200003;1173,6;1,13;230,58;231,71;1405,31;36,1;3,23;;2,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22288133111064;Electricité;EDF;10124940256;23/02/2021;01/12/2020;31/12/2020;Validée;4058;422,14;;131,15;568,6;0,84;110,66;111,5;680,1;10,78;91,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22288133111064;Electricité;EDF;10178180265;25/07/2023;01/06/2023;30/06/2023;Validée;536;244,33;34,07;3,6299999;214,92;1,16;38,74;39,9;254,82;39,42;0,54;;3,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22288133111064;Electricité;EDF;10173724046;25/05/2023;01/04/2023;30/04/2023;Validée;2213;997,31;95,97;5,3;811,81;1,16;158,11;159,27;971,08;36,44;2,21;;3,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10175939695;25/06/2023;01/05/2023;31/05/2023;Annulée;1483;442,95;49,45;8,54;367,57;2,38;64,85;67,23;434,8;24,21;1,48;;7,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10216593672;27/12/2024;01/01/2024;30/11/2024;Validée;16592;2308,64;891,66;396,3;3786,59;28,5;653,58;682,08;4468,67;20,43;312,15;;84,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10218892990;27/01/2025;01/12/2024;31/12/2024;Validée;1650;313,82;95,15;34,65;472,63;0,01;94,5;94,51;567,14;26,54;34,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10213348652;14/11/2024;14/11/2024;;Validée;;;;;-22,73;;-4,55;-4,55;-27,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10197763428;17/04/2024;17/04/2024;;Validée;;;136,45;7,72;44,78;2,36;0,37;2,73;47,51;;;;7,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10189917327;03/01/2024;01/12/2023;31/12/2023;Validée;1838;1016,33;;1,84;755,76;;151,15;151,15;906,91;41,02;1,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10189367012;25/12/2023;01/11/2023;30/11/2023;Validée;1726;956,51;130,4;9,45;853,51;2,58;161,3;163,88;1017,39;48,9;1,73;;7,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10187082637;25/11/2023;01/10/2023;31/10/2023;Validée;1521;454,79;52,69;8,99;379,45;2,5;66,77;69,27;448,72;24,36;1,52;;7,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10124940256;23/02/2021;01/12/2020;31/12/2020;Validée;2047;254,74;;66,16;349,08;1,55;64,18;65,73;414,81;13,82;46,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10167413657;25/02/2023;01/01/2023;31/01/2023;Validée;1971;1101,92;166,88;28,93;1364,12;4,24;257,38;261,62;1625,74;67,74;15,04;;13,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10182596450;25/09/2023;01/08/2023;31/08/2023;Validée;1212;361,37;48,84;8,68;310,78;2,5;53,03;55,53;366,31;24,93;1,21;;7,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10120832035;06/12/2020;01/10/2020;30/11/2020;Validée;3669;351,82;;132,42001;540,6;3,86;94,07;97,93;638,53;11,13;82,55;;13,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10169572067;25/03/2023;01/02/2023;28/02/2023;Validée;1468;819,36;110,35;8,77;380,4;2,45;67,15;69,6;450;25,32;1,47;;7,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10173723047;25/05/2023;01/04/2023;30/04/2023;Annulée;1526;456,86;51,09;8,83;379,17;2,45;66,9;69,35;448,52;24,27;1,53;;7,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10166101740;01/02/2023;01/02/2023;;Validée;;;;;4,09;0,22;;0,22;4,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10176750978;07/07/2023;01/03/2023;31/03/2023;Validée;-1652;-922,68;-118,95;-8,71;-816,33;-2,38;-154,6;-156,98;-973,31;48,89;-1,65;;-7,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10176699427;06/07/2023;01/05/2023;31/05/2023;Validée;-1483;-442,95;-49,45;-8,54;-367,57;-2,38;-64,85;-67,23;-434,8;24,21;-1,48;;-7,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10176700706;06/07/2023;01/04/2023;30/04/2023;Validée;-1526;-456,86;-51,09;-8,83;-379,17;-2,45;-66,9;-69,35;-448,52;24,27;-1,53;;-7,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10177732117;19/07/2023;01/03/2023;30/06/2023;Validée;5811;2165,68;266,08;34,53;1858,85;9,68;336,56;346,24;2205,09;31,39;5,81;;28,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10165064615;16/01/2023;16/01/2023;;Validée;;;;;4,09;0,22;;0,22;4,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10171575074;25/04/2023;01/03/2023;31/03/2023;Annulée;1652;922,68;118,95;8,71;816,33;2,38;154,6;156,98;973,31;48,89;1,65;;7,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10180355773;25/08/2023;01/07/2023;31/07/2023;Validée;1173;350,22;48,82;8,889999;303,32;2,58;51,25;53,83;357,15;25,1;1,17;;7,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22227496352737;Electricité;EDF;10184811932;25/10/2023;01/09/2023;30/09/2023;Validée;1173;351,1;49,58;8,889999;304,76;2,58;51,55;54,13;358,89;25,22;1,17;;7,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10216593672;27/12/2024;01/01/2024;01/12/2024;Validée;2542;328,4;159,4;69,5;624,87;8,85;92,85;101,7;726,57;21,85;49,74;;19,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10173809952;26/05/2023;02/04/2023;01/05/2023;Validée;88;26,18;8,19;1,6600001;31,99;0,7;3,84;4,54;36,53;34,47;0,09;;1,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10189440797;26/12/2023;02/11/2023;01/12/2023;Validée;177;96,45;18,14;1,8399999;95,6;0,73;16,46;17,19;112,79;52,97;0,18;;1,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10213437115;14/11/2024;14/11/2024;;Validée;;;;;-1,41;;-0,28;-0,28;-1,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10197809915;17/04/2024;17/04/2024;;Validée;;;10;;3,83;;0,77;0,77;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10191944401;29/01/2024;02/12/2023;31/12/2023;Validée;166;89,86;;0,17;66,8;;13,36;13,36;80,16;40,14;0,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10218892990;27/01/2025;02/12/2024;31/12/2024;Validée;187;34,76;11,36;3,88;53,32;;10,7;10,7;64,02;26,44;3,93;;-0,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10187173335;26/11/2023;02/10/2023;01/11/2023;Validée;28;9,45;7,82;1,64;20,18;0,71;1,44;2,15;22,33;66,21;0,03;;1,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10120832035;06/12/2020;02/10/2020;01/12/2020;Validée;160;16,75;;8,18;48,61;1,46;4,38;5,84;54,45;25,27;3,6;;3,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10176014847;26/06/2023;02/05/2023;01/06/2023;Validée;99;29,63;8,11;1,62;34,26;0,68;4,35;5,03;39,29;32,97;0,1;;1,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10165775779;26/01/2023;01/01/2023;01/01/2023;Validée;1;0,66;7,45;1,63;13,88;0,72;0,15;0,87;14,75;1225;0,01;;1,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10184894808;26/10/2023;02/09/2023;01/10/2023;Validée;15;4,46;7,75;1,68;16,6;0,73;0,66;1,39;17,99;99,47;0,02;;1,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10169644518;26/03/2023;02/02/2023;01/03/2023;Validée;68;37,31;11;1,6400001;32,21;0,7;3,88;4,58;36,79;44,96;0,07;;1,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10124940256;23/02/2021;02/12/2020;13/01/2021;Validée;102;10,68;;3,8999999;31,48;0,96;2,8;3,76;35,24;27,04;2,3;;0,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10166103152;01/02/2023;01/02/2023;;Validée;;;;;4,09;0,22;;0,22;4,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10167480797;26/02/2023;02/01/2023;01/02/2023;Validée;69;37,65;10,35;1,93;52,18;0,44;8,86;9,3;61,48;72,83;0,51;;1,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10178271707;26/07/2023;02/06/2023;01/07/2023;Validée;107;32,12;8,44;1,6800001;36,37;0,7;4,71;5,41;41,78;32,42;0,11;;1,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10180433826;26/08/2023;02/07/2023;01/08/2023;Validée;109;32,7;8,88;1,77;37,3;0,73;4,79;5,52;42,82;32,6;0,11;;1,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10182677601;26/09/2023;02/08/2023;01/09/2023;Validée;102;30,52;8,61;1,71;35,46;0,71;4,49;5,2;40,66;33,09;0,1;;1,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22231548397426;Electricité;EDF;10171639628;26/04/2023;02/03/2023;01/04/2023;Validée;81;43,83;11,49;1,6;49,65;0,68;7,42;8,1;57,75;59,32;0,08;;1,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10174689158;08/06/2023;02/05/2023;01/06/2023;Annulée;267;123,1;19,91;2,33;113,98;0,85;19,68;20,53;134,51;41,82;0,27;;2,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10167596705;28/02/2023;02/01/2023;01/02/2023;Validée;1092;503,48;51,78;10,02;582,26;0,59;114,31;114,9;697,16;52,4;8,1;;1,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10170423807;08/04/2023;02/03/2023;01/04/2023;Annulée;822;378,99;41,78;2,8799999;318,62;0,85;60,61;61,46;380,08;38,41;0,82;;2,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10202454441;18/06/2024;02/12/2023;31/12/2023;Validée;1055;486,42;46;1,06;549,88;;109,97;109,97;659,85;52,02;1,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10213430781;14/11/2024;14/11/2024;;Validée;;;;;-8,36;;-1,67;-1,67;-10,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10198550595;25/04/2024;25/04/2024;;Validée;;;;;-30,72;;-6,14;-6,14;-36,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10218892990;27/01/2025;02/12/2024;31/12/2024;Validée;2200;337,31;136,55;46,13;540,29;-0,01;108,11;108,1;648,39;22,46;46,2;;-0,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10216593672;27/12/2024;01/01/2024;01/12/2024;Validée;17420;2680,87;726,3;355,18;3973,68;10,92;754,95;765,87;4739,55;20,77;328,54;;26,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10189366408;25/12/2023;02/11/2023;01/12/2023;Validée;1066;491,49;57,17;3,3899999;414,62;0,93;79,52;80,45;495,07;38,58;1,07;;2,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10187082060;25/11/2023;02/10/2023;01/11/2023;Validée;401;184,89;27,77;2,65;166,16;0,9;29,91;30,81;196,97;40,78;0,4;;2,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10182595892;25/09/2023;02/08/2023;01/09/2023;Validée;72;33,2;13,4;2,32;43,45;0,9;5,37;6,27;49,72;57,13;0,07;;2,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10166101187;01/02/2023;01/01/2023;01/01/2023;Validée;21;9,68;10,84;2,3600001;27,29;0,89;2,2;3,09;30,38;118,71;0,16;;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10176700790;06/07/2023;02/04/2023;01/05/2023;Validée;-614;-283,09;-33,89;-2,7400002;-242,29;-0,87;-45,27;-46,14;-288,43;39,02;-0,61;;-2,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10176698561;06/07/2023;02/05/2023;01/06/2023;Validée;-267;-123,1;-19,91;-2,33;-113,98;-0,85;-19,68;-20,53;-134,51;41,82;-0,27;;-2,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10176750731;07/07/2023;02/03/2023;01/04/2023;Validée;-822;-378,99;-41,78;-2,8799999;-318,62;-0,85;-60,61;-61,46;-380,08;38,41;-0,82;;-2,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10180355288;25/08/2023;02/07/2023;01/08/2023;Validée;70;32,27;13,38;2,3999999;42,85;0,93;5,16;6,09;48,94;57,79;0,07;;2,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10164275155;05/01/2023;05/01/2023;;Validée;;;;;4,09;0,22;;0,22;4,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10172459024;08/05/2023;02/04/2023;01/05/2023;Annulée;614;283,09;33,89;2,7400002;242,29;0,87;45,27;46,14;288,43;39,02;0,61;;2,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10169762947;28/03/2023;02/02/2023;01/03/2023;Validée;956;440,77;47,37;3,0900002;203,33;0,87;37,48;38,35;241,68;20,95;0,96;;2,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10177731757;19/07/2023;02/03/2023;01/07/2023;Validée;1773;817,46;108,04;10,15;716,63;3,46;130,74;134,2;850,83;39,85;1,77;;8,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22296816179055;Electricité;EDF;10184811383;25/10/2023;02/09/2023;01/10/2023;Validée;79;36,42;14,04;2,3999999;46,45;0,93;5,89;6,82;53,27;55,76;0,08;;2,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
